Frequency,Speech Rate,Pitch Variability,ZCR,RMS Energy,Temporal Centroid,Spectral Centroid,Spectral Bandwidth,Spectral Contrast,Spectral Flatness,MFCCs,Chroma Vector,HNR,Tonal Centroid,Outcome
1527.02,1523.5,576.45,0.068,0.1789,0.943,1515.58,1478.53,25.56,0.0009,2.45,0.3511,-17.764,-0.0207,0
1098.53,1640,504.14,0.073,0.1616,0.97,1235.41,1251.14,27.44,0.0002,-9.5,0.259,-12.77,-0.0053,0
1503.55,2742,653.29,0.122,0.1568,0.882,1652.78,1342.21,25.98,0.0006,-10.39,0.2889,-19.535,-0.0025,0
1639.14,2371.5,1047.77,0.104,0.1505,0.79,1638.19,1549.44,25.33,0.0007,-2.87,0.3723,-21.554,0.0113,0
1188.86,1584,439.51,0.071,0.1996,0.986,1242.2,1294.83,27.29,0.0001,-6.75,0.2449,-17.49,0.0134,0
820.62,1602.5,746.58,0.072,0.2832,0.826,899.14,842.61,28.26,0,-18.16,0.2256,-20.328,-0.0138,0
2357.21,2917.5,447.58,0.13,0.2057,0.932,2104.12,1791.98,26.64,0.0002,-5.24,0.3507,-23.337,0.0029,0
1109.32,1061.5,482.45,0.047,0.1573,0.925,1055.94,1296.07,25.62,0.0001,-0.27,0.35,-22.854,0.0376,0
1466.19,2121.5,754.53,0.095,0.1588,0.84,1543.7,1409.31,26.7,0.0003,-15.87,0.3083,-12.566,-0.0112,0
1386.2,2164.5,855.61,0.097,0.2439,1.058,1555.55,1248.48,26.18,0.0001,-6.73,0.3263,-23.525,-0.0067,0
1604.58,1267,28.45,0.057,0.2475,0.928,1298.12,1348.03,25.95,0,3.41,0.3173,-20.051,-0.0157,0
1304.67,1402.5,474.81,0.062,0.2023,0.9,1359.13,1357.84,25.24,0.0002,2.19,0.3618,-11.322,0.0153,0
1199.07,2060.5,428.16,0.092,0.2132,1.001,1359.16,1388.79,27.03,0.0002,-5.96,0.261,-13.04,-0.0072,0
2605.64,3536,878.69,0.158,0.2065,0.979,2379.79,1737.3,25.92,0.0002,-5.65,0.3736,-20.721,-0.0136,0
883.34,1556.5,227.83,0.069,0.2409,0.915,978.99,948.27,27.29,0.0002,-18.18,0.2681,-20.58,-0.0073,0
977.32,2280.5,658.84,0.102,0.1553,0.658,1159.75,1024.68,25.26,0.0055,-14.34,0.4114,-23.563,0.0388,0
1645.01,2298.5,962.56,0.102,0.1566,0.783,1647.52,1496.59,24.93,0.0032,-4.54,0.376,-16.969,-0.0072,0
1410.4,2190,465.82,0.098,0.1301,0.826,1543.16,1522.08,24.82,0.0002,-4.06,0.3645,-14.145,0.0078,0
1294.93,2101,644.49,0.093,0.1673,0.949,1408.14,1319.05,26.83,0.0003,-7.68,0.2522,-15.657,0.0169,0
953.92,3034,784.22,0.136,0.1424,0.927,1424.49,1115.45,25.09,0.0059,-16.09,0.4189,-21.075,-0.0254,0
1647.38,2357,990.61,0.106,0.1628,0.939,1547.14,1380.3,26.58,0.0001,-9.48,0.2707,-16.762,0.0353,0
1474.64,2145.5,855.85,0.096,0.1688,0.931,1660.01,1415.33,26.11,0.0002,-16.48,0.323,-20.642,0.0047,0
1654.83,2168,1152.6,0.097,0.1805,0.994,1636.26,1443.59,25.84,0.0001,0.26,0.3463,-23.356,-0.0119,0
2526.25,3560,713.5,0.158,0.2357,0.941,2334.66,1675.27,26.33,0.0033,-4.66,0.3423,-15.539,0.0182,0
1938.63,2381.5,1180.75,0.106,0.1736,0.926,1915.63,1468.51,28.18,0.0005,-12.78,0.2867,-23.517,-0.0129,0
1274.05,2397,305.49,0.107,0.2272,0.904,1480.34,1288.12,26.64,0.0001,-17.49,0.2499,-20.507,-0.0339,0
1717.76,2529,842.64,0.113,0.1145,0.968,1738.08,1527.95,24.75,0.0002,-6.33,0.3326,-20.842,-0.0028,0
1547.09,2390,393.7,0.107,0.1857,1.022,1630.42,1339.07,27.07,0.0002,-17.94,0.254,-17.776,0.0278,0
1642.43,2300.5,677.81,0.103,0.1728,0.978,1719.89,1497.04,26.66,0.0002,-11.15,0.3413,-22.031,0.0144,0
1859.83,2745.5,1012.39,0.123,0.1588,0.843,1897.64,1438.41,26.7,0.0002,-17.21,0.3143,-18.697,0.0203,0
1120.95,1627,171.71,0.072,0.225,0.885,1235.61,1197.9,26.83,0.0002,-7.91,0.2722,-24.959,0.0259,0
2555.55,2930,765.17,0.13,0.2378,0.861,2403.44,1892.69,28.17,0.0005,-14.95,0.2089,-19.244,0.0164,0
1036.27,2243.5,581.68,0.1,0.2545,0.607,1154.58,971.05,26.3,0,-17.87,0.3309,-25.949,0.0045,0
1146.32,1855.5,467.19,0.083,0.2081,1.013,1311.85,1279.4,27.8,0.0001,-7.7,0.2417,-24.494,-0.03,0
1883.75,3653,1161.05,0.163,0.148,1.039,2152.97,1393.25,25.75,0.0003,-15.69,0.3704,-21.462,-0.0131,0
1487.65,3173,590.62,0.141,0.2078,0.875,1814.11,1412.09,26.85,0.0007,-8.26,0.2662,-20.737,0.0193,0
919.68,1920.5,584.4,0.085,0.2623,0.802,1051.54,858.74,27.14,0.0005,-18.56,0.2825,-20.274,-0.0279,0
1079.96,1257,555.98,0.056,0.2016,0.891,1145.18,1145.02,27.23,0.0001,-7.4,0.3017,-25.368,-0.0015,0
2273.67,6385,1476.22,0.284,0.1186,0.384,2900.36,1811.89,22.01,0.0337,-23.19,0.5092,-19.048,0.011,0
1749.79,2179.5,529.88,0.097,0.1649,0.95,1768.02,1640.43,25.26,0.0005,-7.8,0.3385,-22.712,0.0021,0
1962.93,2485.5,640.25,0.11,0.2414,0.855,1735.49,1588.41,28.21,0.0012,-8.16,0.3181,-19.581,-0.0109,0
2255.19,2476,713.79,0.109,0.095,0.316,1669.29,1236.07,27.66,0.0008,-31.66,0.2177,-21.047,-0.0054,0
1297.55,2659.5,415.43,0.119,0.243,1.045,1499.08,1209.63,26.87,0.0002,-19.1,0.2623,-24.414,-0.0024,0
1059.48,2597,823.48,0.116,0.1613,0.611,1309.38,1037.4,26.24,0.0056,-15.65,0.397,-20.723,0.018,0
1658.23,1874.5,674.66,0.084,0.1884,0.812,1549.41,1503.08,24.95,0.0001,1.69,0.3739,-20.012,-0.0081,0
958.51,1419,474.19,0.063,0.1656,0.956,995.26,977.84,26.14,0.0001,-11.69,0.371,-12.151,-0.0229,0
2271.28,3850.5,779.92,0.171,0.1627,1.221,2342.65,1677.82,27.5,0.0015,-18.05,0.3149,-15.114,-0.0226,0
1802.64,2086,763,0.093,0.2178,1,1748.08,1587.88,27.51,0.0003,-6.62,0.2925,-26.054,-0.0021,0
1357.11,2358,724.91,0.106,0.1945,1.125,1653.12,1307.27,27.33,0.0001,-8.82,0.2823,-23.653,0.0108,0
1017.36,1673.5,482.33,0.075,0.1648,0.972,1109.21,955.26,26.09,0,-11.17,0.3815,-22.359,0.0315,0
2046.54,3177.5,799.08,0.141,0.1843,0.719,2202.77,1615.28,27.34,0.0005,-15.05,0.2991,-19.292,0.0123,0
1635.7,1848.5,468.89,0.082,0.1788,0.974,1593.9,1550.79,26.87,0.0004,-9.42,0.2893,-26.338,-0.0254,0
1402.68,1670.5,235.42,0.074,0.2144,0.998,1298.12,1127.92,27.5,0.0001,-20.5,0.2253,-17.962,-0.02,0
1417.75,1608.5,461,0.072,0.2842,0.87,1394.47,1455.68,28.01,0.0001,-5.63,0.2756,-20.492,0.0389,0
1445.78,2109.5,956.94,0.094,0.135,0.888,1482.54,1342.8,27.15,0.0002,-9.77,0.2763,-24.43,-0.0012,0
1560.94,2250,816.9,0.099,0.1838,0.912,1555.49,1385.34,25.09,0.0003,-7.97,0.3254,-21.35,0.0328,0
2341.22,3028.5,728.17,0.136,0.1555,0.537,1793.96,1118.42,26.93,0.0002,-29.64,0.2471,-22.272,-0.0356,0
2564.01,4789,792.87,0.214,0.1009,0.857,2709.52,1705.99,27.07,0.0005,-18.08,0.3348,-19.674,0.0165,0
1446.92,1501.5,1002.67,0.066,0.2171,1.008,1310.41,1305.58,25.29,0.0003,0.31,0.3486,-25.61,0.0189,0
1065.76,2679.5,764.84,0.12,0.1286,1.143,1399.28,1169.07,24.22,0.0073,-15.14,0.4053,-13.346,0.0028,0
1951.35,3122,1120.21,0.14,0.0922,0.847,1874.66,1513.57,25.27,0.0002,-4.82,0.3773,-16.568,-0.0109,0
1638.11,2424.5,915.03,0.106,0.1422,0.961,1789.94,1529.25,26.26,0.0026,-11.84,0.3601,-15.978,0.0097,0
1198.74,2028,695.97,0.091,0.2394,0.802,1373.06,1249.64,27.53,0.0001,-8.7,0.2556,-17.603,0.0045,0
1529.02,1632,685.47,0.073,0.1826,0.813,1516.16,1410.77,26.93,0.0002,-10.07,0.3179,-19.559,0.016,0
1596.08,3115.5,676.41,0.139,0.1268,0.972,1845.14,1568.65,25.06,0.0092,-20.28,0.3407,-17.947,0.0048,0
1322.07,1645,829.74,0.073,0.2225,0.921,1487.46,1415.33,25.96,0.0002,-7.18,0.3113,-21.281,0.0072,0
1369.55,1716.5,695.41,0.077,0.1872,0.825,1594.96,1491.84,25.88,0.0009,1.36,0.3789,-18.802,0.0121,0
2044.64,3711.5,1066.14,0.165,0.1362,0.976,2201.34,1399.49,26.76,0.0005,-17.3,0.3335,-14.365,0.0079,0
1060.76,2351.5,656.53,0.104,0.1417,0.731,1348.47,1096.05,25.63,0.0003,-15.24,0.354,-19.34,0.0178,0
2994.74,4979.5,1255.88,0.221,0.145,0.614,3015.2,1926.09,26.52,0.0023,-17.62,0.3422,-17.28,-0.0047,0
1409.51,2400.5,138.43,0.106,0.2046,0.84,1590.43,1358.06,27.75,0.0016,-20.15,0.2207,-25.69,-0.0335,0
1373.87,1841,874.32,0.082,0.1645,0.89,1335.41,1359.16,25.78,0.0002,-2.11,0.343,-20.016,0.0031,0
1368.77,2845.5,959.05,0.127,0.1326,0.968,1499.38,1413.75,23.53,0.0012,-5.38,0.4265,-14.852,-0.0163,0
1016.25,2798.5,981.52,0.125,0.1544,0.862,1487.11,1106.93,26.64,0,-13.8,0.3556,-14.795,0.0017,0
1064.5,3142.5,863.37,0.141,0.1167,0.935,1472.73,1192.56,25.39,0.0054,-15.53,0.4167,-17.247,0.0014,0
2505.05,3796.5,752.2,0.169,0.2113,0.966,2380.35,1746.51,27.04,0.0005,-12.5,0.2771,-16.656,-0.0029,0
3163,5593,976.97,0.249,0.1168,0.426,3154.17,1378.6,26.97,0.0003,-34.46,0.2844,-26.978,0.0034,0
2520.93,3813.5,848.32,0.171,0.1642,0.713,2314.2,1483.81,27.83,0.0002,-28.11,0.2494,-23.891,-0.0054,0
1381.37,2241.5,681.61,0.099,0.2012,0.916,1524.98,1387.01,26.67,0.0007,-6.86,0.275,-21.023,-0.0225,0
1002.51,2763,587.39,0.124,0.1738,0.891,1320.2,1033.51,24.71,0.0062,-18.51,0.4076,-20.67,-0.0036,0
1558.46,2428.5,570.65,0.109,0.1843,1.089,1788.18,1496.3,26.85,0.0003,-15.35,0.2825,-22.446,-0.0163,0
2051.96,2683.5,935.5,0.119,0.1523,0.985,1815.07,1582.47,24.6,0.0004,-1.52,0.3951,-21.205,-0.0181,0
874.58,955,174.41,0.043,0.2503,0.886,861.96,1002.65,28.49,0,-6.87,0.2519,-16.927,0.0039,0
1622.92,3038.5,949.33,0.136,0.1774,0.904,1911.67,1515.21,26.24,0.0001,-16.3,0.2871,-16.82,0.0125,0
1797.84,2159,955.03,0.097,0.2331,1.027,1658.41,1480.28,25.63,0.0003,1.32,0.3708,-24.779,0.0108,0
1686.5,2037.5,194.66,0.091,0.1813,0.924,1767.18,1536.57,28.39,0.0001,-11.96,0.271,-14.143,0.0033,0
1886.4,3581.5,1161.76,0.16,0.1315,0.751,2088.7,1520.63,25.68,0.0085,-17.41,0.3694,-23.194,0.0018,0
2582.86,3879,753.22,0.174,0.1873,0.907,2517.4,1728.46,27.03,0.0002,-9.17,0.321,-20.156,0.0062,0
2011.58,2683,1052.69,0.12,0.1656,0.887,1711.82,1559.78,23.95,0.0002,-1.72,0.3764,-24.537,-0.0296,0
746.65,1339.5,285.51,0.06,0.2867,0.804,807.19,808.66,28.04,0.0002,-18.98,0.2287,-15.051,-0.0182,0
1046.77,1206.5,279.3,0.054,0.2173,0.878,1150.14,1200.43,27.33,0.0001,-10.2,0.2387,-24.108,-0.0088,0
1691.09,2300,804.28,0.103,0.1439,0.907,1805.27,1585.52,26.67,0.0003,-12.75,0.3479,-18.17,-0.0005,0
1892.72,1805.5,738.8,0.079,0.2137,0.799,1654.44,1531.48,28,0.0007,-7.44,0.2716,-18.694,-0.0332,0
908.06,1590,265.95,0.071,0.238,0.873,973.68,950.69,27.68,0,-19.62,0.2702,-23.543,-0.0199,0
1032.27,2120,595.98,0.095,0.1868,0.874,1168.42,1084.54,25.56,0.0001,-12.44,0.3788,-25.133,-0.0035,0
1700.36,3003.5,673.99,0.134,0.1933,0.943,1996.79,1506.14,26.59,0.0003,-17.64,0.2553,-17.155,0.001,0
1867.17,2363,989.69,0.104,0.1817,0.591,1708.42,1251.24,29.23,0.0003,-26.06,0.2593,-24.47,-0.0104,0
1773.59,3850,928.05,0.173,0.1958,0.872,2192.42,1533.52,25.48,0.0002,-15.91,0.3176,-21.414,0.0075,0
1460.79,1943,451.28,0.087,0.1779,0.63,1465.71,1177.27,28.61,0.0002,-29.4,0.1953,-24.485,0.004,0
1510.99,2600.5,491.99,0.116,0.1329,0.935,1769.72,1647.73,24.83,0.0003,-4.64,0.3824,-19.458,-0.0151,0
2355.99,3127.5,878.54,0.14,0.1909,0.835,2264.13,1779.98,26.51,0.0003,-8.74,0.3448,-16.223,0.0005,0
944.79,1999.5,352.36,0.089,0.2252,0.709,1168.21,1055.13,25.89,0.0004,-17.17,0.3326,-21.243,0.0328,0
3730.77,4196,857.39,0.188,0.1253,0.645,2516.25,1364.24,27.67,0.0001,-30.43,0.2287,-21.82,0.025,0
1212.39,2155,462.6,0.096,0.2229,0.712,1493.94,1217.39,26.45,0.0001,-8.6,0.2717,-26.116,-0.0056,0
1883.8,3466,1144.09,0.154,0.1528,0.985,2081.29,1550.04,25.13,0.009,-15.28,0.3655,-21.333,0.0075,0
1376.25,3582.5,585.27,0.161,0.1756,0.765,1941.93,1630.37,24.64,0.0025,-9.93,0.3443,-20.303,-0.0069,0
1517.67,2244,515.71,0.1,0.1264,0.981,1560.84,1340.28,26.74,0.0001,-16.68,0.3032,-20.818,-0.01,0
1590.33,1672,581.01,0.075,0.1766,0.791,1596.64,1393.77,27.73,0.0001,-11.2,0.326,-23.964,-0.0086,0
1906.16,3006,1081.97,0.133,0.1435,0.86,1746.73,1595.31,23.37,0.001,-4.62,0.4303,-25.492,0.0125,0
1014.99,4653.5,1046.01,0.208,0.1679,0.929,1970.6,1616.93,23.02,0.0302,-19.62,0.4633,-16.928,0.0254,0
1326.13,1850,897.65,0.083,0.1022,1.024,1314.18,1325.97,25.54,0.0002,-4.74,0.3077,-21.758,-0.0163,0
1887.05,2921,690.4,0.131,0.2098,0.881,1993.44,1673.37,26.96,0.0002,-9.28,0.3337,-14.077,0.0166,0
1495.16,1460,589.51,0.065,0.2358,0.887,1378.2,1397.74,25.92,0.0001,1.68,0.3556,-22.691,-0.0179,0
848.27,1610.5,406.26,0.072,0.2806,0.945,916.07,845.03,27.4,0.0001,-17.6,0.2515,-12.944,-0.0047,0
1523.9,3018,756.97,0.135,0.1656,0.887,1847.48,1443.11,24.97,0.0002,-17.07,0.3562,-24.621,-0.0048,0
818.28,1778,668.72,0.079,0.2751,1.015,979.41,823.9,26.59,0.0005,-18.61,0.2771,-22.941,0.0058,0
1005.72,1369,174.07,0.061,0.1487,0.95,980.8,1191.11,26.06,0.0003,-0.96,0.3206,-24.232,0.0104,0
1817.37,3700.5,846.35,0.165,0.195,0.842,2171.25,1573.56,25.96,0.0002,-8.53,0.3059,-13.128,0.0093,0
1698.23,2531.5,896.49,0.112,0.1864,0.859,1732.08,1525.93,26.02,0.0007,-6.86,0.2937,-22.272,0.0305,0
1209.36,2297.5,471.12,0.103,0.153,0.832,1423.58,1472.5,25.18,0.0019,-10.47,0.3152,-21.403,-0.0367,0
1109.15,1511.5,236.77,0.067,0.2241,0.917,1216.43,1145.14,26.37,0.0002,-7.29,0.3155,-18.921,-0.0015,0
1463.48,2517.5,635.88,0.113,0.1774,0.753,1606.92,1565.05,24.4,0.0088,-12.37,0.4049,-19.83,0.0053,0
1958.5,2714,1363.19,0.12,0.1964,0.957,1872.99,1485.31,24.66,0.0003,-0.13,0.3533,-18.786,0.001,0
1828.82,3443.5,791.8,0.154,0.1729,0.88,2232.15,1686.92,26.36,0.0003,-12,0.3285,-15.803,0.0158,0
1371.55,1584.5,779.27,0.071,0.217,1.048,1350.27,1237.11,25.64,0.0001,0.2,0.322,-25.413,-0.0081,0
1030.47,1400,344.79,0.063,0.1693,0.862,1142.28,1323.42,25.55,0.0001,-0.34,0.382,-12.709,-0.0103,0
1161.55,2229,633.48,0.1,0.1954,0.99,1466.18,1242.21,26.95,0.0001,-7.83,0.3268,-13.081,-0.0327,0
1112.93,2382.5,811.15,0.107,0.1687,0.895,1345.89,1139.42,27,0,-11.99,0.3548,-20.264,-0.0017,0
1656.36,2263.5,655.1,0.101,0.1549,0.881,1575.34,1300.54,27.72,0.0002,-14.19,0.3225,-17.973,-0.0013,0
1315.63,1921,541.51,0.086,0.2138,0.875,1540.79,1500.77,25.89,0.0003,-8.37,0.295,-19.064,0.0108,0
903.03,1837.5,238.33,0.082,0.2337,0.79,1050.54,946.46,26.62,0.0001,-16.37,0.3151,-20.414,0.0067,0
1603.54,2565.5,733.52,0.115,0.109,0.949,1875.91,1604.11,26.09,0.0004,-19.12,0.3066,-23.077,0.0014,0
1613.43,3152,690.97,0.141,0.1268,0.812,1883.79,1544.84,25.02,0.0015,-11.46,0.3468,-25.123,-0.0316,0
2016.64,4221,1313.69,0.187,0.1244,0.794,2353.77,1472.73,25.92,0.0009,-17.15,0.3994,-18.62,0.0094,0
1444.69,2047,950.01,0.09,0.1957,0.788,1567.42,1357.55,25.13,0.0002,2.24,0.3637,-20.991,0.0097,0
1827.89,2204,1107.38,0.099,0.171,1.02,1610.62,1474.64,25.11,0.0001,0.6,0.4122,-13.634,-0.0007,0
1976.48,3259,1080.08,0.145,0.1637,1.178,2266.44,1642.09,26.94,0.0003,-14.02,0.2777,-15.023,0.0161,0
1398.34,2743.5,494.35,0.121,0.1608,0.734,1638.4,1399.06,26.49,0.0002,-8.62,0.286,-25.19,-0.0013,0
1065.38,1889.5,629.64,0.085,0.1489,0.947,1170.55,1009,26.41,0,-12.09,0.3699,-20.66,-0.0086,0
1083.66,1663.5,525.14,0.074,0.1633,0.859,1107.08,1055.34,26.32,0.0001,-11.67,0.3699,-18.199,0.0114,0
1704.67,3861.5,721.67,0.173,0.1816,0.854,2145.75,1653.3,25.75,0.0001,-7.53,0.3127,-17.243,0.0372,0
1656.68,1522.5,351.44,0.068,0.1696,0.93,1600.63,1649.92,28.31,0.0001,-13.03,0.2674,-21.419,0.0327,0
1239.82,1512.5,602.58,0.068,0.2019,0.868,1287.87,1374.83,25.07,0.0002,1.05,0.3775,-24.557,-0.0052,0
2833.85,4183,409.11,0.186,0.1269,0.634,2461.04,1359.94,27.19,0.0003,-31.02,0.2861,-13.561,-0.0222,0
1660.82,2678.5,590.13,0.12,0.1834,1.144,1704.43,1543.58,24.7,0.008,-15.39,0.3248,-22.073,0.0161,0
2558.75,3425,866.01,0.152,0.1403,0.685,2284.2,1494.23,27.5,0.0006,-30.15,0.299,-25.259,-0.005,0
2220.33,3315,1278.81,0.148,0.1217,0.82,1924.88,1518.66,23.96,0.0003,-4.34,0.3981,-22.218,0.009,0
1317.6,2782,621.77,0.123,0.1876,0.79,1699.47,1561.67,26.56,0.0003,-7.19,0.2933,-17.54,0.0073,0
1639.58,2872,957.21,0.128,0.1154,0.867,1866.22,1417.44,25.43,0.0002,-17.8,0.3281,-21.432,-0.0134,0
1160.42,1481,267.15,0.066,0.1897,0.993,1311.23,1154.19,26.85,0,-10.37,0.2644,-24.274,-0.0067,0
1739.99,2877.5,892.25,0.128,0.1857,1.013,1830.65,1445.89,27.04,0.0002,-12.03,0.3228,-21.298,-0.0072,0
961.34,2027.5,765.64,0.091,0.1604,0.722,1189.29,1068.2,27.7,0.0001,-12.27,0.3517,-19.003,-0.0317,0
1207.77,869.5,302.22,0.038,0.2019,0.866,1062.33,1255.58,26.25,0.0007,1.21,0.2815,-17.204,0.0026,0
1896.61,3171.5,705.22,0.142,0.1612,0.93,2212.12,1723.55,26.82,0.0001,-12.47,0.2707,-11.632,0.009,0
2071.3,2487,822.25,0.111,0.1814,0.974,1900.18,1603.79,26.31,0.0001,-5.79,0.3633,-24.411,-0.007,0
1784.24,3959,1356.87,0.177,0.1501,0.757,2216.92,1480,25.07,0.0074,-19.86,0.4007,-20.3,-0.0075,0
1751.54,2971.5,955.19,0.13,0.2214,0.949,1899.72,1533.45,26.18,0.0004,-6.31,0.297,-25.336,0.0206,0
2238.36,2500,702.07,0.112,0.2019,0.969,1918.47,1591.88,26.93,0.001,-6.42,0.2901,-22.478,-0.0114,0
1716.1,2651,750.88,0.118,0.1373,0.68,1627.18,1562.7,24.18,0.0011,-4.88,0.4076,-22.81,0.0238,0
2457.46,4687,1251.28,0.209,0.1589,0.363,2689.33,1547.01,25.97,0.0008,-29.82,0.3335,-15.417,0.008,0
1630.86,2342.5,713.08,0.104,0.1614,0.747,1703.47,1510.45,27.07,0.001,-12.1,0.3611,-25.045,-0.0103,0
1728.41,2177,501.8,0.097,0.1832,0.676,1677.76,1624.69,25.89,0.0003,-6.43,0.3577,-18.922,-0.0066,0
1727.84,2326.5,482.99,0.103,0.1618,0.79,1881.68,1442.33,26.81,0.0003,-13.78,0.3095,-18.154,0.0055,0
1870.75,2862,1204.03,0.128,0.1371,1.026,1707.85,1429.07,24.27,0.0004,-3.16,0.3843,-22.612,0.0082,0
839.93,1621,146.86,0.072,0.2807,1.007,974.89,827.53,26.82,0.0001,-17.43,0.2724,-16.127,-0.0163,0
1344.26,2034.5,602.18,0.091,0.2087,0.815,1545.39,1393.93,26.22,0.0001,-8.72,0.2926,-25.3,-0.0055,0
1069.77,1546,192.38,0.069,0.1756,0.933,1106.43,1024.68,28.37,0.0001,-10.98,0.3241,-21.693,0.0095,0
1150.81,1290,303.35,0.057,0.2009,0.868,1241.25,1408.22,25.15,0.0002,1.88,0.381,-18.278,0.001,0
1912.5,3105.5,1086.61,0.138,0.1709,0.872,2087.9,1545.78,26.32,0.0011,-12.03,0.3675,-12.72,-0.0004,0
1355.5,2516.5,808.42,0.112,0.1952,0.929,1524.48,1420,26.51,0.0001,-5.64,0.3231,-20.779,0.0064,0
2485.89,3421,971,0.153,0.1403,0.966,2267.55,1685.38,25.81,0.0007,-7.46,0.3859,-21.763,0.0177,0
1542.55,3025,597.86,0.135,0.181,1.056,1754.02,1401.98,26.06,0.0086,-16.08,0.329,-22.365,-0.0239,0
998.7,1973.5,786.99,0.087,0.2629,0.87,1062.77,890.19,27.64,0.0002,-18.36,0.2972,-24.996,-0.0065,0
979.81,2551,692.94,0.114,0.1643,0.822,1274.67,1113.65,25.74,0.0055,-14.38,0.3635,-23.716,0.0247,0
962.28,2026.5,551.25,0.09,0.2494,1.008,1077.56,949.23,27.3,0.0001,-19.54,0.2728,-16.407,0.0117,0
1051.16,2714,565.73,0.121,0.1575,0.755,1325.61,1148.14,24.17,0.0064,-15.4,0.4397,-23.815,0.0125,0
1255.81,2524,524.1,0.112,0.2087,0.822,1639.64,1535.97,26.79,0.0023,-8.62,0.265,-16.632,-0.0107,0
1018.29,1123,208.84,0.05,0.2407,1.027,1029.69,1049.7,26.2,0.0001,-7.87,0.2735,-20.898,-0.01,0
2291.43,2896.5,1153.44,0.13,0.1387,0.927,1923.33,1602.25,24.68,0.0006,-2.59,0.3683,-20.108,-0.0036,0
1787.26,4175.5,966.87,0.186,0.1525,0.736,2298.8,1552.23,25.79,0.0003,-18.25,0.3097,-18.198,0.0079,0
1470.07,1845,670.53,0.082,0.184,0.761,1577.85,1565.52,26.59,0.0013,-10.45,0.3486,-24.506,-0.0192,0
1430.73,2366.5,1111.16,0.106,0.1799,0.941,1776.24,1446.8,25.08,0.0018,-4.45,0.3825,-21.624,0.0055,0
1934.84,2508,415.37,0.112,0.1405,0.933,2064.51,1773.67,27.19,0.0002,-15.66,0.2561,-16.007,-0.0176,0
2007.51,2651,1081.65,0.119,0.1685,0.928,1995.68,1584.23,25.61,0.0001,-10.7,0.3283,-23.148,-0.0113,0
2038.04,2343,689.55,0.104,0.1741,1.066,2092.8,1810.5,28.18,0.0004,-15.67,0.2199,-18.283,-0.0139,0
1164.94,1834.5,514.81,0.082,0.1792,0.807,1259.02,1303.77,26.72,0.0006,-10.41,0.2704,-26.031,0.0183,0
1437.42,2243.5,550.29,0.1,0.2151,0.913,1541.34,1431.26,27.07,0.0001,-7.86,0.2897,-20.642,-0.0069,0
1136.11,1644,422.03,0.073,0.2851,0.956,1264.06,1164.74,26.5,0.0001,-7.34,0.2734,-21.48,-0.0179,0
812.81,1618,352.43,0.072,0.2921,0.861,929.09,934.38,28.02,0,-19.35,0.2705,-19.795,0.0051,0
1396.04,2391,833.58,0.107,0.2211,0.811,1698.12,1362.02,26.52,0.0001,-9.2,0.3239,-25.061,0.0014,0
2518.5,2871,703.71,0.127,0.2063,0.943,2241.17,1785.3,27.24,0.0008,-6.86,0.3078,-16.763,-0.0019,0
1232.74,1947,614.32,0.087,0.2026,1.157,1436.36,1268.77,26.02,0.0006,-9.06,0.351,-23.378,-0.0016,0
1773.66,2397.5,1098.39,0.105,0.2015,0.659,1780.92,1583.08,23.97,0.003,-2.21,0.4487,-19.847,0.0115,0
1182.49,1566.5,433.09,0.07,0.2271,1.016,1341.06,1421.07,26.61,0.0003,-8.67,0.2897,-14.665,-0.019,0
1710.01,3092,465,0.138,0.155,0.69,2051.94,1536.03,25.28,0.0003,-12.61,0.3327,-19.894,-0.0034,0
1517.28,3228.5,787.85,0.145,0.2071,0.891,1917.28,1531.44,25.82,0.0001,-7.4,0.2852,-23.452,0.0008,0
1930.17,2282.5,652.71,0.101,0.1898,0.857,1880.93,1586.44,28.39,0.001,-14.2,0.2679,-20.724,0.0038,0
2301.09,3586,1247.16,0.16,0.1727,0.948,2113.51,1597.45,25.29,0.0008,-2,0.363,-26.352,-0.0454,0
1719.96,1927,611.41,0.084,0.1575,0.942,1764.42,1516.02,27.08,0.0006,-13.39,0.2859,-17.265,-0.0016,0
1284.05,1530.5,809.26,0.068,0.2054,0.863,1401.04,1391.59,26.43,0.0015,0.09,0.3323,-25.543,-0.0231,0
1581.21,2354.5,755.33,0.105,0.149,0.706,1584.75,1246.36,28.41,0.0002,-28.74,0.2334,-13.798,0.0964,0
2120.3,2905,564.12,0.13,0.2279,0.945,2010.03,1605.74,26.89,0.0002,-5.94,0.3307,-21.306,-0.0089,0
1415.28,1956.5,407.89,0.087,0.1461,0.768,1464.31,1516.1,25.11,0.0003,-3.8,0.3353,-18.355,-0.0011,0
1188.52,1585,452.36,0.071,0.1611,0.755,1224.24,1321.48,24.41,0.0001,-3.5,0.3675,-16.873,-0.0039,0
1692.87,3753.5,749.45,0.168,0.1687,0.907,2085.45,1704.73,25.46,0.0002,-7.83,0.3255,-15.506,0.0012,0
1195,2822,519.46,0.125,0.1965,0.863,1581.98,1537.09,26.12,0.0011,-6.54,0.3079,-21.45,-0.0123,0
1649.22,2666.5,791.57,0.116,0.1337,0.701,1791.32,1572.44,25.46,0.0006,-4.24,0.3397,-19.363,0.0194,0
2091.58,2647.5,334.37,0.117,0.2055,0.886,2062.84,1763.33,28.44,0.0011,-14.74,0.2385,-16.114,0.0081,0
